# NED distances 
#
# name   = galaxy name
# RA,DEC = RA, DEC (J2000) [in degrees]
# mu     = distance modulus (+error) derived from z [in mag]
# D      = mean distance (+error) [in Mpc]
# minD   = min distance in NED [in Mpc]
# maxD   = max distance in NED [in Mpc]
# Vhel   = Heliocentric velocity [in kms]
# A_V    = foreground extinction [in mag] from Schlafly+ '11
#
# Total number of galaxies: 1
#
###########################################################################################################################
#name           |     RA[deg]  |    DEC[deg]  |     mu[mag]  |      mu_err |       D[Mpc]  |       D_err  |    minD[Mpc] |    maxD[Mpc] |    Vhel[kms] |     Vhel_err |    A_V[mag] 
        PGC8397 |    32.921612 |    -9.305994 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1531.000000 |     9.000000 |     0.070000
        PGC8402 |    32.942516 |   -19.922888 |    34.520000 |     0.050000 |    80.167000 |     1.600000 |    78.500000 |    81.699997 |  4337.000000 |    10.000000 |     0.063000
        PGC8406 |    33.001167 |    14.016361 |    34.459999 |          NaN |    78.000000 |          NaN |    78.000000 |    78.000000 |  4412.000000 |   106.000000 |     0.243000
        PGC8412 |    33.013515 |    14.104191 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3821.000000 |    10.000000 |     0.245000
        PGC8416 |    32.988075 |   -18.132946 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4945.000000 |    44.000000 |     0.071000
        PGC8417 |    32.989208 |    29.313889 |    34.540001 |     0.270000 |    81.556999 |     9.520000 |    62.400002 |    88.699997 |  4914.000000 |    10.000000 |     0.226000
        PGC8418 |    33.011665 |     9.516111 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4448.000000 |     5.000000 |     0.317000
        PGC8424 |    33.014542 |    46.359470 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4866.000000 |     8.000000 |     0.368000
        PGC8438 |    33.082458 |    37.477333 |    33.669998 |     0.280000 |    54.720001 |     7.290000 |    48.599998 |    65.599998 |  4429.000000 |    17.000000 |     0.121000
        PGC8452 |    33.129501 |    16.855249 |    34.570000 |     0.100000 |    82.099998 |     3.670000 |    78.000000 |    85.099998 |  4240.000000 |          NaN |     0.243000
        PGC8455 |    33.154041 |   -31.944611 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3506.000000 |    23.000000 |     0.065000
        PGC8479 |    33.226921 |    37.816059 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  5310.000000 |   125.000000 |     0.117000
        PGC8480 |    33.227749 |   -19.316889 |    32.889999 |     0.390000 |    38.400002 |     7.040000 |    29.500000 |    50.900002 |  2454.000000 |    10.000000 |     0.074000
        PGC8484 |    33.228748 |    32.814999 |    28.139999 |     0.040000 |     4.255000 |     0.078000 |     4.200000 |     4.310000 |     0.000000 |          NaN |     0.264000
        PGC8497 |    33.295918 |   -17.280361 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1816.000000 |    45.000000 |     0.075000
        PGC8502 |    33.315792 |    -7.661861 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4787.000000 |     4.000000 |     0.073000
        PGC8504 |    33.319374 |    53.411751 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4792.000000 |    19.000000 |     0.508000
        PGC8517 |    33.349209 |    -7.732108 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4843.000000 |    24.000000 |     0.072000
        PGC8520 |    33.391251 |    25.855499 |    33.840000 |     0.130000 |    58.772999 |     3.580000 |    51.799999 |    63.200001 |  4794.000000 |     7.000000 |     0.163000
        PGC8530 |    33.402630 |    10.336290 |    33.349998 |     0.040000 |    46.724998 |     0.920000 |    46.099998 |    48.099998 |  3596.000000 |     3.000000 |     0.336000
        PGC8535 |    33.440956 |    24.890612 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2640.000000 |     4.000000 |     0.222000
        PGC8536 |    33.428780 |    17.099096 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4360.000000 |    53.000000 |     0.265000
        PGC8537 |    33.437752 |     4.102222 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3436.000000 |     7.000000 |     0.114000
        PGC8542 |    33.459255 |     4.825313 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |     0.000000 |          NaN |     0.106000
        PGC8548 |    33.472698 |   -59.704575 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1471.000000 |    17.000000 |     0.088000
        PGC8549 |    33.475525 |   -31.645458 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3556.000000 |    15.000000 |     0.050000
        PGC8553 |    33.499249 |    41.876778 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4328.000000 |    31.000000 |     0.168000
        PGC8566 |    33.539417 |    -6.806333 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2147.000000 |    27.000000 |     0.079000
        PGC8568 |    33.553707 |   -31.149332 |    33.549999 |     0.320000 |    51.700001 |     7.980000 |    43.299999 |    68.199997 |  3689.000000 |    10.000000 |     0.060000
        PGC8573 |    33.565201 |   -32.053368 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3478.000000 |    89.000000 |     0.065000
        PGC8557 |    33.514557 |    27.877340 |    29.840000 |     0.150000 |     9.280000 |     0.636000 |     8.830000 |     9.730000 |   592.000000 |     5.000000 |     0.194000
        PGC8580 |    33.614460 |   -39.185364 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3991.000000 |   103.000000 |     0.037000
        PGC8581 |    33.607750 |    -7.368472 |    33.820000 |     0.200000 |    58.299999 |     5.290000 |    51.099998 |    67.000000 |  5005.000000 |     6.000000 |     0.080000
        PGC8587 |    33.642208 |    37.407944 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4639.000000 |     5.000000 |     0.126000
        PGC8589 |    33.626373 |   -13.263270 |    34.560001 |          NaN |    81.599998 |          NaN |    81.599998 |    81.599998 |  4982.000000 |    43.000000 |     0.059000
        PGC8602 |    33.738625 |   -20.211779 |    30.790001 |     0.500000 |    14.733000 |     3.570000 |    10.900000 |    21.000000 |  1608.000000 |     1.000000 |     0.064000
        PGC8605 |    33.740601 |   -51.433868 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1287.000000 |     8.000000 |     0.069000
        PGC8609 |    33.767502 |    32.724861 |    33.860001 |     0.200000 |    59.250000 |     5.370000 |    51.099998 |    66.400002 |  4443.000000 |     6.000000 |     0.242000
        PGC8624 |    33.835918 |    22.006111 |    34.000000 |     0.140000 |    63.055000 |     4.010000 |    53.400002 |    67.500000 |  4418.000000 |     2.000000 |     0.282000
        PGC8629 |    33.855125 |   -17.781055 |    33.650002 |     0.440000 |    54.653999 |    10.500000 |    38.900002 |    69.599998 |  4311.000000 |    10.000000 |     0.108000
        PGC8631 |    33.865166 |     6.002611 |    31.290001 |     0.300000 |    18.200001 |     2.330000 |    14.800000 |    20.000000 |  1562.000000 |     1.000000 |     0.132000
        PGC8643 |    33.959625 |   -16.695557 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3773.000000 |    37.000000 |     0.105000
        PGC8649 |    33.958168 |   -31.201000 |    33.599998 |     0.320000 |    53.157001 |     8.280000 |    44.000000 |    67.400002 |  3521.000000 |     8.000000 |     0.061000
        PGC8650 |    33.981335 |    -2.015111 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2991.000000 |    45.000000 |     0.067000
        PGC8666 |    34.010422 |   -20.486940 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  1607.000000 |    22.000000 |     0.047000
        PGC8669 |    34.044827 |    25.237103 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4987.000000 |     7.000000 |     0.195000
        PGC8673 |    34.043499 |   -11.926722 |    31.930000 |     0.310000 |    24.608999 |     3.580000 |    20.500000 |    30.299999 |  1890.000000 |     2.000000 |     0.061000
        PGC8676 |    34.053291 |    32.649502 |    34.560001 |     0.370000 |    82.779999 |    13.200000 |    59.099998 |    97.699997 |  4816.000000 |     6.000000 |     0.274000
        PGC8678 |    34.062958 |    28.599722 |    32.660000 |     0.250000 |    34.285999 |     3.800000 |    25.400000 |    42.299999 |  2995.000000 |     7.000000 |     0.242000
        PGC8682 |    34.087669 |    32.666523 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4757.000000 |    47.000000 |     0.263000
        PGC8691 |    34.132374 |    28.203527 |    32.270000 |          NaN |    28.500000 |          NaN |    28.500000 |    28.500000 |  2990.000000 |     6.000000 |     0.241000
        PGC8692 |    34.134834 |   -11.348556 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4013.000000 |     6.000000 |     0.095000
        PGC8696 |    34.164665 |   -29.950693 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3657.000000 |    64.000000 |     0.056000
        PGC8705 |    34.213337 |    -8.964014 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3967.000000 |    24.000000 |     0.074000
        PGC8707 |    34.224422 |     2.203230 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3022.000000 |    33.000000 |     0.094000
        PGC8717 |    34.269363 |    40.133339 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4786.000000 |    24.000000 |     0.147000
        PGC8722 |    34.294708 |    14.547833 |    32.990002 |     0.320000 |    40.129002 |     6.020000 |    33.099998 |    50.200001 |  3740.000000 |     1.000000 |     0.285000
        PGC8739 |    34.359669 |    14.580194 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4010.000000 |     5.000000 |     0.293000
        PGC8748 |    34.362167 |   -11.701417 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4985.000000 |    45.000000 |     0.066000
        PGC8752 |    34.407459 |    12.508972 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3599.000000 |    16.000000 |     0.363000
        PGC8754 |    34.386250 |   -11.518861 |    34.419998 |     0.040000 |    76.574997 |     1.190000 |    75.599998 |    78.300003 |  3976.000000 |    15.000000 |     0.081000
        PGC8757 |    34.394066 |    -7.704343 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4793.000000 |    14.000000 |     0.078000
        PGC8758 |    34.422249 |    12.470611 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3649.000000 |    20.000000 |     0.352000
        PGC8762 |    34.451794 |    -6.832306 |    32.650002 |     0.050000 |    33.825001 |     0.770000 |    33.099998 |    34.900002 |  2164.000000 |    12.000000 |     0.071000
        PGC8766 |    34.463249 |    32.396027 |    34.000000 |     0.100000 |    63.062000 |     2.760000 |    58.799999 |    66.300003 |  4794.000000 |     6.000000 |     0.262000
        PGC8768 |    34.468540 |   -23.744057 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4100.000000 |    41.000000 |     0.055000
        PGC8770 |    34.472130 |    14.521266 |    34.270000 |     0.530000 |    73.300003 |    17.799999 |    52.200001 |    92.599998 |  3860.000000 |    17.000000 |     0.308000
        PGC8775 |    34.498501 |    14.544056 |    33.610001 |     0.130000 |    52.743000 |     3.070000 |    46.799999 |    55.500000 |  3913.000000 |     3.000000 |     0.309000
        PGC8781 |    34.510544 |   -27.818306 |    34.189999 |     0.120000 |    68.766998 |     3.720000 |    66.000000 |    73.000000 |  4910.000000 |    10.000000 |     0.046000
        PGC8785 |    34.551456 |    -6.819389 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4914.000000 |    15.000000 |     0.073000
        PGC8788 |    34.563210 |    13.204389 |    32.470001 |     0.260000 |    31.400000 |     3.530000 |    26.100000 |    33.400002 |  3614.000000 |    14.000000 |     0.410000
        PGC8798 |    34.578751 |    37.892170 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  4330.000000 |     4.000000 |     0.128000
        PGC8799 |    34.590111 |    -9.291039 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3831.000000 |     8.000000 |     0.073000
        PGC8804 |    34.613499 |    38.023445 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  5050.000000 |    20.000000 |     0.135000
        PGC8814 |    34.665279 |   -36.531094 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  2452.000000 |    12.000000 |     0.052000
        PGC8821 |    34.683956 |    30.502333 |    34.259998 |     0.210000 |    71.286003 |     6.390000 |    57.599998 |    76.099998 |  4723.000000 |    10.000000 |     0.246000
        PGC8826 |    34.732498 |    15.156944 |    33.889999 |     0.090000 |    59.966999 |     2.440000 |    58.000000 |    62.700001 |  3751.000000 |    50.000000 |     0.323000
        PGC8827 |    34.687290 |   -11.487722 |     0.000000 |     0.000000 |          NaN |          NaN |          NaN |          NaN |  3798.000000 |    28.000000 |     0.087000
